Date,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,500 Block of BOWDOIN ST,-122.4118133,37.72880141
7/11/2017,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,INGLESIDE,"ARREST, BOOKED",100 Block of CHICAGO WY,-122.4308878,37.71106822
7/11/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,PARK,NONE,1300 Block of MCALLISTER ST,-122.4342566,37.77836985
7/11/2017,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Tuesday,INGLESIDE,NONE,ARLINGTON ST / ROANOKE ST,-122.4296981,37.73502723
7/11/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,2400 Block of 38TH AV,-122.4960519,37.74119797
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,CENTRAL,NONE,700 Block of VALLEJO ST,-122.4097917,37.79850835
7/11/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.4119658,37.78491419
7/11/2017,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,MISSION,NONE,2300 Block of MISSION ST,-122.4190589,37.75942275
7/11/2017,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,TARAVAL,NONE,ULLOA ST / 47TH AV,-122.5055567,37.73985868
7/11/2017,ASSAULT,BATTERY,Tuesday,TARAVAL,NONE,1100 Block of JUNIPERO SERRA BL,-122.472389,37.71750105
7/11/2017,NON-CRIMINAL,FOUND PROPERTY,Tuesday,NORTHERN,NONE,GOUGH ST / ELM ST,-122.4227913,37.77595124
7/11/2017,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,SOUTHERN,NONE,MARKET ST / 4TH ST,-122.4058325,37.78574465
7/11/2017,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,TARAVAL,NONE,2400 Block of 38TH AV,-122.4960519,37.74119797
7/11/2017,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Tuesday,RICHMOND,NONE,3900 Block of SACRAMENTO ST,-122.458077,37.78671862
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,1500 Block of WEBSTER ST,-122.4314371,37.78496657
7/11/2017,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/11/2017,MISSING PERSON,FOUND PERSON,Tuesday,TARAVAL,NONE,2600 Block of 28TH AV,-122.4851006,37.73828383
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE,22ND ST / ILLINOIS ST,-122.3873163,37.75800217
7/11/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,1700 Block of 31ST AV,-122.4893209,37.75459268
7/11/2017,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Tuesday,TENDERLOIN,NONE,OFARRELL ST / TAYLOR ST,-122.4113284,37.78599631
7/11/2017,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,GEARY BL / GOUGH ST,-122.4246887,37.78533396
7/11/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,TENDERLOIN,NONE,MARKET ST / 8TH ST,-122.4147438,37.77871926
7/11/2017,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Tuesday,NORTHERN,NONE,500 Block of OCTAVIA ST,-122.4245986,37.77689823
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.3884856,37.78957276
7/11/2017,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,NORTHERN,NONE,500 Block of OCTAVIA ST,-122.4245986,37.77689823
7/11/2017,FORGERY/COUNTERFEITING,MANUFACTURE OR SALE OF COUNTERFEIT GOODS,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/11/2017,MISSING PERSON,FOUND PERSON,Tuesday,TARAVAL,NONE,2600 Block of 28TH AV,-122.4851006,37.73828383
7/11/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,TENDERLOIN,NONE,OFARRELL ST / TAYLOR ST,-122.4113284,37.78599631
7/11/2017,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Tuesday,TARAVAL,"ARREST, BOOKED",0 Block of CRAGMONT AV,-122.4681539,37.75084819
7/11/2017,ROBBERY,"ROBBERY,  ATM, KNIFE",Tuesday,INGLESIDE,"ARREST, BOOKED",800 Block of MOULTRIE ST,-122.416298,37.73425457
7/11/2017,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Tuesday,RICHMOND,NONE,1600 Block of DIVISADERO ST,-122.4398954,37.78477777
7/11/2017,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,NORTHERN,NONE,3100 Block of BRODERICK ST,-122.4443509,37.79929592
7/11/2017,DRUG/NARCOTIC,LOITERING WHERE NARCOTICS ARE SOLD/USED,Tuesday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.4101352,37.78418891
7/11/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,FILLMORE ST / EDDY ST,-122.4323297,37.78142922
7/11/2017,WARRANTS,PROBATION SEARCH,Tuesday,TARAVAL,"ARREST, BOOKED",0 Block of CRAGMONT AV,-122.4681539,37.75084819
7/11/2017,ROBBERY,CARJACKING WITH A GUN,Tuesday,BAYVIEW,NONE,300 Block of BAY SHORE BL,-122.4053183,37.74270206
7/11/2017,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, BOOKED",HARRISON ST / 6TH ST,-122.4040716,37.77727419
7/11/2017,ROBBERY,ROBBERY OF A SERVICE STATION WITH A GUN,Tuesday,TARAVAL,NONE,1100 Block of JUNIPERO SERRA BL,-122.472389,37.71750105
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,2600 Block of CALIFORNIA ST,-122.437978,37.78843536
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,300 Block of POST ST,-122.4075911,37.78834012
7/11/2017,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Tuesday,BAYVIEW,NONE,400 Block of BAY SHORE BL,-122.4068443,37.73940125
7/11/2017,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Tuesday,BAYVIEW,NONE,100 Block of KISKA RD,-122.3760548,37.73005598
7/11/2017,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,SOUTHERN,"ARREST, BOOKED",6TH ST / MISSION ST,-122.4087106,37.78097067
7/11/2017,ASSAULT,BATTERY,Tuesday,MISSION,NONE,2000 Block of MARKET ST,-122.4269556,37.76924706
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,900 Block of VALENCIA ST,-122.4210852,37.75728953
7/11/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,BAY ST / KEARNY ST,-122.4071493,37.80642673
7/11/2017,STOLEN PROPERTY,"STOLEN COMPUTER, POSSESSION",Tuesday,SOUTHERN,"ARREST, BOOKED",5TH ST / MISSION ST,-122.406482,37.78273179
7/11/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,NORTHERN,NONE,800 Block of ELLIS ST,-122.4201913,37.78387039
7/11/2017,MISSING PERSON,MISSING ADULT,Tuesday,NORTHERN,NONE,2200 Block of CLAY ST,-122.4301188,37.7912863
7/11/2017,LOITERING,UNLAWFUL ASSEMBLY,Tuesday,MISSION,NONE,DOLORES ST / 19TH ST,-122.4259205,37.75982792
7/11/2017,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,MISSION,NONE,2800 Block of MISSION ST,-122.418434,37.75141993
7/11/2017,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,TENDERLOIN,NONE,MARKET ST / 8TH ST,-122.4147438,37.77871926
7/11/2017,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,CENTRAL,NONE,STOCKTON ST / SUTTER ST,-122.4069587,37.78943476
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,FILBERT ST / LEAVENWORTH ST,-122.4175897,37.80034061
7/11/2017,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Tuesday,TENDERLOIN,NONE,400 Block of OFARRELL ST,-122.4117474,37.78599883
7/11/2017,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Tuesday,INGLESIDE,NONE,1400 Block of DOLORES ST,-122.4244286,37.74584405
7/11/2017,SECONDARY CODES,PREJUDICE-BASED INCIDENT,Tuesday,SOUTHERN,NONE,DIVISION ST / BRYANT ST,-122.4109328,37.76941138
7/11/2017,NON-CRIMINAL,FOUND PROPERTY,Tuesday,BAYVIEW,NONE,500 Block of 22ND ST,-122.3868442,37.75808319
7/11/2017,VEHICLE THEFT,STOLEN TRUCK,Tuesday,CENTRAL,"ARREST, BOOKED",STOCKTON ST / POST ST,-122.4067754,37.78849829
7/11/2017,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,BAYVIEW,NONE,500 Block of 22ND ST,-122.3868442,37.75808319
7/11/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,PSYCHOPATHIC CASE,100 Block of POTRERO AV,-122.407817,37.76770126
7/11/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,MISSION,NONE,DOLORES ST / CUMBERLAND ST,-122.4258444,37.7590298
7/11/2017,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071
7/11/2017,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Tuesday,BAYVIEW,NONE,300 Block of ARKANSAS ST,-122.3983295,37.76181538
7/11/2017,NON-CRIMINAL,SEARCH WARRANT SERVICE,Tuesday,BAYVIEW,NONE,1500 Block of SHAFTER AV,-122.389769,37.73056369
7/11/2017,ASSAULT,BATTERY,Tuesday,BAYVIEW,NONE,2600 Block of SAN BRUNO AV,-122.403907,37.72820559
7/11/2017,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,SOUTHERN,NONE,VANNESS AV / MARKET ST,-122.4192579,37.77514629
7/11/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,PARK,NONE,900 Block of PAGE ST,-122.4364262,37.77236299
7/11/2017,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,PARK,"ARREST, BOOKED",1900 Block of GROVE ST,-122.4487024,37.77450739
7/11/2017,BRIBERY,"DISSUADING WITNESS, VICTIM",Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071
7/11/2017,NON-CRIMINAL,"LICENSE PLATE, RECOVERED",Tuesday,INGLESIDE,NONE,3500 Block of MISSION ST,-122.4234045,37.7402756
7/11/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,STEINER ST / HAYES ST,-122.4328328,37.77562497
7/11/2017,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,SOUTHERN,NONE,DIVISION ST / BRYANT ST,-122.4109328,37.76941138
7/11/2017,NON-CRIMINAL,LOST PROPERTY,Tuesday,NORTHERN,NONE,FELL ST / VANNESS AV,-122.4195075,37.7763701
7/11/2017,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Tuesday,INGLESIDE,NONE,200 Block of PORTOLA DR,-122.4442765,37.74849651
7/11/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,PARK,NONE,2100 Block of GROVE ST,-122.451993,37.77408847
7/11/2017,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,PARK,NONE,100 Block of CLARENDON AV,-122.4521849,37.75836513
7/11/2017,ASSAULT,THREATS AGAINST LIFE,Tuesday,RICHMOND,NONE,GEARY BL / FUNSTON AV,-122.4717757,37.78067995
7/11/2017,ASSAULT,BATTERY,Tuesday,MISSION,"ARREST, BOOKED",2300 Block of MISSION ST,-122.4190589,37.75942275
7/11/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,PARK,"ARREST, BOOKED",1900 Block of GROVE ST,-122.4487024,37.77450739
7/11/2017,WARRANTS,WARRANT ARREST,Tuesday,MISSION,"ARREST, BOOKED",COLLINGWOOD ST / MARKET ST,-122.436243,37.76213652
7/11/2017,ASSAULT,"ASSAULT, AGGRAVATED, W/ GUN",Tuesday,INGLESIDE,NONE,4700 Block of MISSION ST,-122.437394,37.72141206
7/11/2017,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Tuesday,SOUTHERN,"ARREST, BOOKED",1500 Block of MARKET ST,-122.4196667,37.77468233
7/11/2017,NON-CRIMINAL,FOUND PROPERTY,Tuesday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.4129305,37.78383444
7/11/2017,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,CENTRAL,NONE,300 Block of KEARNY ST,-122.4041954,37.79122552
7/11/2017,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MISSION ST,-122.4062266,37.78285379
7/11/2017,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,MISSION,NONE,2500 Block of 19TH ST,-122.4075693,37.76057582
7/11/2017,NON-CRIMINAL,LOST PROPERTY,Tuesday,MISSION,NONE,2000 Block of MARKET ST,-122.4269556,37.76924706
7/11/2017,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,INGLESIDE,NONE,3500 Block of MISSION ST,-122.4234045,37.7402756
7/11/2017,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,BAYVIEW,"ARREST, BOOKED",8TH ST / HOOPER ST,-122.4004318,37.76730122
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,3200 Block of DIVISADERO ST,-122.4426806,37.79950712
7/11/2017,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, BOOKED",HARRISON ST / 8TH ST,-122.4085184,37.7737604
7/11/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935
7/11/2017,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,NORTHERN,NONE,GEARY BL / FILLMORE ST,-122.4329146,37.78435334
7/11/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,CENTRAL,NONE,THE EMBARCADERONORTH ST / GREEN ST,-122.398862,37.800781
7/11/2017,OTHER OFFENSES,RESISTING ARREST,Tuesday,CENTRAL,"ARREST, BOOKED",100 Block of SACRAMENTO ST,-122.3972137,37.79456387
7/11/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,15TH AV / SANTIAGO ST,-122.471489,37.74510895
7/11/2017,ARSON,ARSON,Tuesday,BAYVIEW,NONE,600 Block of BAY SHORE BL,-122.4066748,37.73713151
7/11/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,CENTRAL,NONE,600 Block of GRANT AV,-122.4061039,37.79291528
7/11/2017,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MISSION ST,-122.4062266,37.78285379
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,1200 Block of BUSH ST,-122.4178416,37.78895369
7/11/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,BAYVIEW,NONE,100 Block of APOLLO ST,-122.3987448,37.73085402
7/11/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,700 Block of MISSION ST,-122.4039713,37.78482831
7/11/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,CENTRAL,NONE,FRONT ST / GREEN ST,-122.4002527,37.80060752
7/11/2017,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,RICHMOND,"ARREST, BOOKED",1000 Block of CLEMENT ST,-122.4703223,37.78273151
7/11/2017,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Tuesday,TARAVAL,NONE,2400 Block of OCEAN AV,-122.4710044,37.73059102
7/11/2017,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Tuesday,RICHMOND,NONE,GEARY BL / FUNSTON AV,-122.4717757,37.78067995
7/11/2017,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Tuesday,BAYVIEW,"ARREST, BOOKED",8TH ST / HOOPER ST,-122.4004318,37.76730122
7/11/2017,NON-CRIMINAL,"AIDED CASE, DOG BITE",Tuesday,SOUTHERN,NONE,DIVISION ST / BRYANT ST,-122.4109328,37.76941138
7/11/2017,NON-CRIMINAL,FIRE REPORT,Tuesday,BAYVIEW,NONE,2100 Block of PALOU AV,-122.4010467,37.73991993
7/11/2017,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Tuesday,TARAVAL,NONE,400 Block of HEAD ST,-122.4643417,37.71522816
7/11/2017,NON-CRIMINAL,LOST PROPERTY,Tuesday,INGLESIDE,NONE,DELANO AV / SANTAYNEZ AV,-122.4416177,37.72537915
7/11/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,SOUTHERN,"ARREST, BOOKED",6TH ST / MISSION ST,-122.4087106,37.78097067
7/11/2017,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
7/11/2017,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Tuesday,INGLESIDE,NONE,500 Block of SILVER AV,-122.423974,37.72880255
7/11/2017,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,SOUTHERN,NONE,100 Block of FREELON ST,-122.397843,37.77821091
7/11/2017,FRAUD,FALSE ID TO PEACE OFFICER,Tuesday,RICHMOND,"ARREST, BOOKED",500 Block of 28TH AV,-122.4879432,37.77896208
7/11/2017,NON-CRIMINAL,LOCATED PROPERTY,Tuesday,BAYVIEW,NONE,1800 Block of KEITH ST,-122.3890861,37.72962921
7/11/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,CENTRAL,NONE,STOCKTON ST / PACIFIC AV,-122.4084331,37.79670393
7/11/2017,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,NORTHERN,"ARREST, BOOKED",0 Block of IVY ST,-122.4189512,37.77792272
7/11/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,CENTRAL,"ARREST, BOOKED",100 Block of SACRAMENTO ST,-122.3972137,37.79456387
7/11/2017,NON-CRIMINAL,LOST PROPERTY,Tuesday,TARAVAL,NONE,2600 Block of 17TH AV,-122.4732946,37.73846351
7/11/2017,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,200 Block of TINGLEY ST,-122.4352088,37.73025353
7/11/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,RICHMOND,NONE,GEARY BL / FUNSTON AV,-122.4717757,37.78067995
7/11/2017,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS W/PRIORS,Tuesday,BAYVIEW,"ARREST, BOOKED",8TH ST / HOOPER ST,-122.4004318,37.76730122
7/11/2017,ASSAULT,BATTERY,Tuesday,TARAVAL,NONE,0 Block of CAMBON DR,-122.4744446,37.7183022
7/11/2017,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A KNIFE,Tuesday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
7/11/2017,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT WITH A GUN,Tuesday,INGLESIDE,NONE,4700 Block of MISSION ST,-122.437394,37.72141206
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,FRANKLIN ST / SUTTER ST,-122.4234046,37.78733819
7/11/2017,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Tuesday,MISSION,NONE,3600 Block of 25TH ST,-122.4220887,37.75035546
7/11/2017,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,NORTHERN,NONE,POLK ST / FERN ST,-122.420212,37.78822254
7/11/2017,WARRANTS,WARRANT ARREST,Tuesday,PARK,"ARREST, BOOKED",PAGE ST / SHRADER ST,-122.4520559,37.77031154
7/11/2017,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,INGLESIDE,NONE,100 Block of OXFORD ST,-122.4201899,37.72793381
7/11/2017,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
7/11/2017,NON-CRIMINAL,"AIDED CASE, DOG BITE",Tuesday,SOUTHERN,NONE,7TH ST / MINNA ST,-122.4104056,37.77878415
7/11/2017,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,BAYVIEW,NONE,300 Block of BAY SHORE BL,-122.4053183,37.74270206
7/11/2017,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,300 Block of HOLLADAY AV,-122.4057466,37.74477297
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,FULTON ST / STEINER ST,-122.4332205,37.77748927
7/11/2017,WARRANTS,WARRANT ARREST,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.4101352,37.78418891
7/11/2017,OTHER OFFENSES,CONSPIRACY,Tuesday,CENTRAL,"ARREST, BOOKED",MASON ST / BAY ST,-122.4136096,37.80561888
7/11/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,INGLESIDE,NONE,3300 Block of MISSION ST,-122.4216445,37.74299701
7/11/2017,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,MISSION,NONE,1700 Block of HARRISON ST,-122.4133542,37.7690748
7/11/2017,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Tuesday,CENTRAL,NONE,500 Block of COLUMBUS AV,-122.4096674,37.7998692
7/11/2017,ASSAULT,BATTERY,Tuesday,BAYVIEW,"ARREST, BOOKED",WALLACE AV / JENNINGS ST,-122.3892394,37.72641482
7/11/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,PARK,"ARREST, BOOKED",PAGE ST / SHRADER ST,-122.4520559,37.77031154
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/11/2017,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TENDERLOIN,NONE,100 Block of TURK ST,-122.4116151,37.78316141
7/11/2017,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,16TH AV / MORAGA ST,-122.4736837,37.75623586
7/11/2017,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,SOUTHERN,NONE,200 Block of BERRY ST,-122.3944384,37.77485333
7/11/2017,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,POST ST / WEBSTER ST,-122.4313698,37.78537304
7/11/2017,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,MISSION,NONE,18TH ST / DOLORES ST,-122.4260796,37.76142678
7/11/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,PARK,NONE,2200 Block of HAYES ST,-122.4534813,37.77305287
7/11/2017,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,RICHMOND,"ARREST, BOOKED",PARKPRESIDIO BL / FULTON ST,-122.4717623,37.77313706
7/11/2017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,MISSION,NONE,19TH ST / OAKWOOD ST,-122.4248634,37.75989188
7/11/2017,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,MISSION,"ARREST, BOOKED",2300 Block of MARKET ST,-122.434229,37.76348501
7/11/2017,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,PARK,"ARREST, BOOKED",PAGE ST / SHRADER ST,-122.4520559,37.77031154
7/11/2017,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,INGLESIDE,NONE,100 Block of OXFORD ST,-122.4201899,37.72793381
7/11/2017,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
7/11/2017,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Tuesday,MISSION,NOT PROSECUTED,1000 Block of POTRERO AV,-122.4065391,37.75648641
7/11/2017,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,0 Block of 10TH ST,-122.4172576,37.77626951
7/11/2017,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935
7/11/2017,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,RICHMOND,"ARREST, BOOKED",PARKPRESIDIO BL / FULTON ST,-122.4717623,37.77313706
7/11/2017,ASSAULT,BATTERY,Tuesday,CENTRAL,"ARREST, BOOKED",500 Block of SACRAMENTO ST,-122.4025693,37.79388442
7/11/2017,FRAUD,IMPERSONATING A POLICE OFFICER,Tuesday,PARK,"ARREST, BOOKED",PAGE ST / SHRADER ST,-122.4520559,37.77031154
7/11/2017,ASSAULT,THREATS AGAINST LIFE,Tuesday,BAYVIEW,NONE,1500 Block of SHAFTER AV,-122.389769,37.73056369
